,Make,Model,Variant,Car,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,ARAI_Certified_Mileage,Fuel_System,Fuel_Type,Body_Type,Doors,Power,Torque,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,Ventilation_System,Number_of_Airbags,Parking_Assistance,Infotainment_Screen
456,Tata,Tigor,Revotron Xza Plus,Tata Tigor Revotron Xza Plus,749000,1199 cc,3.0,FWD (Front Wheel Drive),23.0,Injection,Petrol,Sedan,4.0,86PS@6000rpm,113Nm@3300rpm,5.0,Vinyl,AMT,2450 mm,,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
457,Tata,Zest,Xe Petrol,Tata Zest Xe Petrol,582287,1193 cc,4.0,FWD (Front Wheel Drive),17.6,Injection,Petrol,Sedan,4.0,90PS@5000rpm,140Nm@1500-4000rpm,5.0,Fabric,Manual,2470 mm,,Manual Air conditioning with cooling and heating,,,
458,Tata,Zest,Xe Diesel,Tata Zest Xe Diesel,702946,1248 cc,4.0,FWD (Front Wheel Drive),23.0,Injection,Diesel,Sedan,4.0,75PS@4000rpm,190Nm@1750-3000rpm,5.0,Fabric,Manual,2470 mm,,Manual Air conditioning with cooling and heating,,,
459,Tata,Zest,Xm Petrol,Tata Zest Xm Petrol,653926,1193 cc,4.0,FWD (Front Wheel Drive),17.6,Injection,Petrol,Sedan,4.0,90PS@5000rpm,140Nm@1500-4000rpm,5.0,Fabric,Manual,2470 mm,,Manual Air conditioning with cooling and heating,,,Yes
460,Tata,Zest,Xms Petrol,Tata Zest Xms Petrol,672641,1193 cc,4.0,FWD (Front Wheel Drive),17.6,Injection,Petrol,Sedan,4.0,90PS@5000rpm,140Nm@1500-4000rpm,5.0,Fabric,Manual,2470 mm,,Manual Air conditioning with cooling and heating,2.0,,Yes
461,Tata,Zest,Xt Petrol,Tata Zest Xt Petrol,732475,1193 cc,4.0,FWD (Front Wheel Drive),17.6,Injection,Petrol,Sedan,4.0,90PS@5000rpm,140Nm@1750-3000rpm,5.0,Fabric,Manual,2470 mm,,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
462,Tata,Zest,Xm Diesel,Tata Zest Xm Diesel,767317,1248 cc,4.0,FWD (Front Wheel Drive),23.0,Injection,Diesel,Sedan,4.0,75PS@4000rpm,190Nm@1750-3000rpm,5.0,Fabric,Manual,2470 mm,,Manual Air conditioning with cooling and heating,,,Yes
463,Tata,Zest,Xms Diesel,Tata Zest Xms Diesel,793898,1248 cc,4.0,FWD (Front Wheel Drive),20.65,Injection,Diesel,Sedan,5.0,75PS@4000rpm,190Nm@1750-3000rpm,5.0,Fabric,Manual,2470 mm,,Manual Air conditioning with cooling and heating,2.0,,Yes
464,Tata,Zest,Xt Diesel,Tata Zest Xt Diesel,855362,1248 cc,4.0,FWD (Front Wheel Drive),23.0,Injection,Diesel,Sedan,4.0,90PS@4000rpm,200NM@1750-3000rpm,5.0,Fabric,Manual,2470 mm,,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
465,Tata,Zest,Xma Diesel,Tata Zest Xma Diesel,836320,1248 cc,4.0,FWD (Front Wheel Drive),23.0,Injection,Diesel,Sedan,4.0,75PS@4000rpm,190Nm@1750-3000rpm,5.0,Fabric,AMT,2470 mm,Yes,Manual Air conditioning with cooling and heating,,,Yes
466,Tata,Zest,Xta Diesel,Tata Zest Xta Diesel,989000,1248 cc,4.0,FWD (Front Wheel Drive),23.0,Injection,Diesel,Sedan,4.0,90PS@4000rpm,200NM@1750-3000rpm,5.0,Fabric,Automatic,2470 mm,,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
467,Tata,Zest,Zest Premio Edition,Tata Zest Zest Premio Edition,788797,1248 cc,4.0,FWD (Front Wheel Drive),20.65,Injection,Diesel,Sedan,5.0,75PS@4000rpm,190Nm@1750-3000rpm,5.0,Fabric,Manual,2470 mm,,Manual Air conditioning with cooling and heating,2.0,,Touch Sensitive
468,Honda,Amaze,S Cvt Petrol,Honda Amaze S Cvt Petrol,763000,1199 cc,4.0,FWD (Front Wheel Drive),19.0,Injection,Petrol,Sedan,4.0,90PS@6000rpm,110Nm@4800rpm,5.0,Fabric,Automatic,2470 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
469,Honda,Amaze,E Mt Diesel,Honda Amaze E Mt Diesel,705000,1498 cc,4.0,FWD (Front Wheel Drive),27.4,Injection,Diesel,Sedan,4.0,100PS@3600rpm,200Nm@1750rpm,5.0,Fabric,Manual,2470 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
470,Honda,Amaze,E Mt Petrol,Honda Amaze E Mt Petrol,593000,1199 cc,4.0,FWD (Front Wheel Drive),19.5,Injection,Petrol,Sedan,4.0,90PS@6000rpm,110Nm@4800rpm,5.0,Fabric,Manual,2470 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
471,Honda,Amaze,S Cvt Diesel,Honda Amaze S Cvt Diesel,865000,1498 cc,4.0,FWD (Front Wheel Drive),23.8,Injection,Diesel,Sedan,4.0,80PS@3600rpm,160Nm@1750rpm,5.0,Fabric,Automatic,2470 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
472,Honda,Amaze,V Cvt Petrol,Honda Amaze V Cvt Petrol,823000,1199 cc,4.0,FWD (Front Wheel Drive),19.0,Injection,Petrol,Sedan,4.0,90PS@6000rpm,110Nm@4800rpm,5.0,Fabric,Automatic,2470 mm,Yes,Fully automatic climate control,2.0,Rear sensors,
473,Honda,Amaze,V Cvt Diesel,Honda Amaze V Cvt Diesel,925000,1498 cc,4.0,FWD (Front Wheel Drive),23.8,Injection,Diesel,Sedan,4.0,80PS@3600rpm,160Nm@1750rpm,5.0,Fabric,Automatic,2470 mm,Yes,Fully automatic climate control,2.0,Rear sensors,
474,Honda,Amaze,S Mt Diesel,Honda Amaze S Mt Diesel,785000,1498 cc,4.0,FWD (Front Wheel Drive),27.4,Injection,Diesel,Sedan,4.0,100PS@3600rpm,200Nm@1750rpm,5.0,Fabric,Manual,2470 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
475,Honda,Amaze,Vx Mt Diesel,Honda Amaze Vx Mt Diesel,893000,1498 cc,4.0,FWD (Front Wheel Drive),27.4,Injection,Diesel,Sedan,4.0,100PS@3600rpm,200Nm@1750rpm,5.0,Fabric,Manual,2470 mm,Yes,Fully automatic climate control,2.0,"Rear sensors, Rear sensors with camera",Touch Sensitive
476,Honda,Amaze,V Mt Diesel,Honda Amaze V Mt Diesel,845000,1498 cc,4.0,FWD (Front Wheel Drive),27.4,Injection,Diesel,Sedan,4.0,100PS@3600rpm,200Nm@1750rpm,5.0,Fabric,Manual,2470 mm,,Fully automatic climate control,2.0,Rear sensors,
477,Honda,Amaze,Vx Mt Petrol,Honda Amaze Vx Mt Petrol,781000,1199 cc,4.0,FWD (Front Wheel Drive),19.5,Injection,Petrol,Sedan,4.0,90PS@6000rpm,110Nm@4800rpm,5.0,Fabric,Manual,2470 mm,Yes,Fully automatic climate control,2.0,"Rear sensors, Rear sensors with camera",Touch Sensitive
478,Honda,Amaze,V Mt Petrol,Honda Amaze V Mt Petrol,733000,1199 cc,4.0,FWD (Front Wheel Drive),19.5,Injection,Petrol,Sedan,4.0,90PS@6000rpm,110Nm@4800rpm,5.0,Fabric,Manual,2470 mm,Yes,Fully automatic climate control,2.0,Rear sensors,
479,Honda,Amaze,S Mt Petrol,Honda Amaze S Mt Petrol,673000,1198 cc,4.0,FWD (Front Wheel Drive),19.5,Injection,Petrol,Sedan,4.0,90PS@6000rpm,110Nm@4800rpm,5.0,Fabric,Manual,2470 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
480,Honda,Amaze,Exclusive Edition Diesel,Honda Amaze Exclusive Edition Diesel,906000,1498 cc,4.0,FWD (Front Wheel Drive),27.4,Injection,Diesel,Sedan,4.0,100PS@3600rpm,200Nm@1750rpm,5.0,Fabric,Manual,2470 mm,Yes,Fully automatic climate control,2.0,"Rear sensors, Rear sensors with camera",Touch Sensitive
481,Honda,Amaze,Exclusive Edition Petrol,Honda Amaze Exclusive Edition Petrol,794000,1199 cc,4.0,FWD (Front Wheel Drive),19.5,Injection,Petrol,Sedan,4.0,90PS@6000rpm,110Nm@4800rpm,5.0,Fabric,Manual,2470 mm,Yes,Fully automatic climate control,2.0,"Rear sensors, Rear sensors with camera",Touch Sensitive
482,Honda,Amaze,Vx Cvt Diesel,Honda Amaze Vx Cvt Diesel,966000,1498 cc,4.0,FWD (Front Wheel Drive),27.4,Injection,Diesel,Sedan,4.0,100PS@3600rpm,200Nm@1750rpm,5.0,Fabric,Automatic,2470 mm,Yes,Fully automatic climate control,2.0,"Rear sensors, Rear sensors with camera",Touch Sensitive
483,Honda,Amaze,Vx Cvt Petrol,Honda Amaze Vx Cvt Petrol,864000,1199 cc,4.0,FWD (Front Wheel Drive),19.5,Injection,Petrol,Sedan,4.0,90PS@6000rpm,110Nm@4800rpm,5.0,Fabric,Automatic,2470 mm,Yes,Fully automatic climate control,2.0,"Rear sensors, Rear sensors with camera",Touch Sensitive
484,Honda,Amaze,Ace Edition Cvt Diesel,Honda Amaze Ace Edition Cvt Diesel,979300,1498 cc,4.0,FWD (Front Wheel Drive),27.4,Injection,Diesel,Sedan,4.0,100PS@3600rpm,200Nm@1750rpm,5.0,Fabric,Automatic,2470 mm,Yes,Fully automatic climate control,2.0,"Rear sensors, Rear sensors with camera",Touch Sensitive
485,Honda,Amaze,Ace Edition Cvt Petrol,Honda Amaze Ace Edition Cvt Petrol,877300,1199 cc,4.0,FWD (Front Wheel Drive),19.5,Injection,Petrol,Sedan,4.0,90PS@6000rpm,110Nm@4800rpm,5.0,Fabric,Automatic,2470 mm,Yes,Fully automatic climate control,2.0,"Rear sensors, Rear sensors with camera",Touch Sensitive
486,Honda,Amaze,Ace Edition Mt Diesel,Honda Amaze Ace Edition Mt Diesel,906300,1498 cc,4.0,FWD (Front Wheel Drive),27.4,Injection,Diesel,Sedan,4.0,100PS@3600rpm,200Nm@1750rpm,5.0,Fabric,Manual,2470 mm,Yes,Fully automatic climate control,2.0,"Rear sensors, Rear sensors with camera",Touch Sensitive
487,Honda,Amaze,Ace Edition Mt Petrol,Honda Amaze Ace Edition Mt Petrol,794300,1199 cc,4.0,FWD (Front Wheel Drive),19.5,Injection,Petrol,Sedan,4.0,90PS@6000rpm,110Nm@4800rpm,5.0,Fabric,Manual,2470 mm,Yes,Fully automatic climate control,2.0,"Rear sensors, Rear sensors with camera",Touch Sensitive
488,Maruti Suzuki,Gypsy,Hard Top,Maruti Suzuki Gypsy Hard Top,637343,1298 cc,4.0,4WD,11.9,Injection,Petrol,SUV,3.0,80PS@6000rpm,103Nm@4500RPM,8.0,Fabric,Manual,2375 mm,,,,,
489,Maruti Suzuki,Gypsy,Soft Top,Maruti Suzuki Gypsy Soft Top,622730,1298 cc,4.0,4WD,11.9,Injection,Petrol,SUV,3.0,80PS@6000rpm,103Nm@4500RPM,8.0,Fabric,Manual,2375 mm,,,,,
490,Hyundai,Venue,1.2 Kappa Mt E,Hyundai Venue 1.2 Kappa Mt E,655000,1197 cc,4.0,FWD (Front Wheel Drive),17.52,Injection,Petrol,SUV,5.0,82hp@6000rpm,112.7Nm@4000rpm,5.0,Fabric,Manual,2500 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,Yes
491,Hyundai,Venue,1.0 Turbo Gdi Mt S,Hyundai Venue 1.0 Turbo Gdi Mt S,826000,998 cc,4.0,FWD (Front Wheel Drive),18.27,Injection,Petrol,SUV,5.0,117hp@6000rpm,172Nm@4000rpm,5.0,Fabric,Manual,2500 mm,Yes,Manual Air conditioning with cooling and heating,2.0,Rear sensors,Yes
492,Hyundai,Venue,1.4 Crdi Mt E,Hyundai Venue 1.4 Crdi Mt E,780000,1397 cc,4.0,FWD (Front Wheel Drive),23.7,Injection,Diesel,SUV,5.0,89hp@4000rpm,220Nm@1500-2750rpm,5.0,Fabric,Manual,2500 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
493,Hyundai,Venue,1.0 Turbo Gdi Mt Sx,Hyundai Venue 1.0 Turbo Gdi Mt Sx,959000,998 cc,4.0,FWD (Front Wheel Drive),18.27,Injection,Petrol,SUV,5.0,117bhp@6000rpm,172Nm@1500-4000rpm,5.0,Fabric,Manual,2500 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
494,Hyundai,Venue,1.0 Turbo Gdi Mt Sx Dual Tone,Hyundai Venue 1.0 Turbo Gdi Mt Sx Dual Tone,974000,998 cc,4.0,FWD (Front Wheel Drive),18.27,Injection,Petrol,SUV,5.0,117hp@6000rpm,172Nm@1500-4000rpm,5.0,Leather,Manual,2500 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
495,Hyundai,Venue,1.0 Turbo Gdi Mt Sx(O),Hyundai Venue 1.0 Turbo Gdi Mt Sx(O),1065000,998 cc,4.0,FWD (Front Wheel Drive),18.27,Injection,Petrol,SUV,5.0,117hp@6000rpm,1712Nm@1500-4000rpm,5.0,Leather,Manual,2500 mm,Yes,Fully automatic climate control,6.0,Rear sensors with camera,Touch Sensitive
496,Hyundai,Venue,1.0 Turbo Gdi Dct S,Hyundai Venue 1.0 Turbo Gdi Dct S,940000,998 cc,4.0,FWD (Front Wheel Drive),18.15,Injection,Petrol,SUV,5.0,118hp@6000rpm,172Nm@4000rpm,5.0,Fabric,DCT,2500 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,Yes
497,Hyundai,Venue,1.0 Turbo Gdi Dct Sx Plus,Hyundai Venue 1.0 Turbo Gdi Dct Sx Plus,1115500,998 cc,4.0,FWD (Front Wheel Drive),18.15,Injection,Petrol,SUV,5.0,118@6000rpm,172Nm@1500-4000rpm,5.0,Fabric,DCT,2500 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
498,Hyundai,Venue,1.2 Kappa Mt S,Hyundai Venue 1.2 Kappa Mt S,725000,1197 cc,4.0,FWD (Front Wheel Drive),17.52,Injection,Petrol,SUV,5.0,82hp@6000rpm,115Nm@4000rpm,5.0,,Manual,2500 mm,Yes,Manual Air conditioning with cooling and heating,2.0,Rear sensors,Yes
499,Hyundai,Venue,1.4 Crdi Mt S,Hyundai Venue 1.4 Crdi Mt S,850000,1397 cc,4.0,FWD (Front Wheel Drive),23.7,Injection,Diesel,SUV,5.0,89hp@4000rpm,220Nm@1500-2750rpm,5.0,Fabric,Manual,2500 mm,,Air Conditioning with cooling only,2.0,Rear sensors,Yes
500,Hyundai,Venue,1.4 Crdi Mt Sx,Hyundai Venue 1.4 Crdi Mt Sx,983000,1397 cc,4.0,FWD (Front Wheel Drive),23.7,Injection,Diesel,SUV,5.0,89hp@4000rpm,220Nm@1500-2750rpm,5.0,Fabric,Manual,2500 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors with camera,Touch Sensitive
501,Hyundai,Venue,1.4 Crdi Mt Sx Dual Tone,Hyundai Venue 1.4 Crdi Mt Sx Dual Tone,998000,1397 cc,4.0,FWD (Front Wheel Drive),23.7,Injection,Diesel,SUV,5.0,89hp@4000rpm,220Nm@1500-2750rpm,5.0,Leather,Manual,2500 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors with camera,Touch Sensitive
502,Hyundai,Venue,1.4 Crdi Mt Sx(O),Hyundai Venue 1.4 Crdi Mt Sx(O),1089000,1397 cc,4.0,FWD (Front Wheel Drive),23.7,Injection,Diesel,SUV,5.0,90PS,22.4,5.0,Leather,Manual,2500 mm,Yes,Manual Air conditioning with cooling and heating,6.0,Rear sensors with camera,Touch Sensitive
503,Tata,Nexon,Xe,Tata Nexon Xe,695000,1198 cc,3.0,,17.6,Injection,Petrol,SUV,5.0,110PS@5000rpm,170Nm@1500-2750rpm,5.0,Fabric,Manual,2498 mm,,Manual Air conditioning with cooling and heating,2.0,,
504,Tata,Nexon,Xm,Tata Nexon Xm,770000,1198 cc,3.0,FWD (Front Wheel Drive),17.6,Injection,Petrol,SUV,5.0,110PS@5000rpm,170Nm@1500-2750rpm,5.0,Fabric,Manual,2498 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,Yes
505,Tata,Nexon,Xz,Tata Nexon Xz,870000,1198 cc,3.0,FWD (Front Wheel Drive),17.6,Injection,Petrol,SUV,5.0,110PS@5000rpm,170Nm@1500-2750rpm,5.0,Fabric,Manual,2498 mm,,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
506,Tata,Nexon,Xz Plus,Tata Nexon Xz Plus,950000,1198 cc,3.0,FWD (Front Wheel Drive),17.6,Injection,Petrol,SUV,5.0,110PS@5000rpm,170Nm@1500-2750rpm,5.0,Fabric,Manual,2498 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
507,Tata,Nexon,Xz Plus Dual Tone,Tata Nexon Xz Plus Dual Tone,970000,1198 cc,3.0,FWD (Front Wheel Drive),17.6,Injection,Petrol,SUV,5.0,110PS@5000rpm,170Nm@1500-2750rpm,5.0,Fabric,Manual,2498 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
508,Tata,Nexon,Xz Plus (O),Tata Nexon Xz Plus (O),1040000,1198 cc,3.0,FWD (Front Wheel Drive),17.6,Injection,Petrol,SUV,5.0,110PS@5000rpm,170Nm@1500-2750rpm,5.0,Fabric,Manual,2498 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
509,Tata,Nexon,Xz Plus (O) Dual Tone,Tata Nexon Xz Plus (O) Dual Tone,1060000,1198 cc,3.0,FWD (Front Wheel Drive),17.6,Injection,Petrol,SUV,5.0,110PS@5000rpm,170Nm@1500-2750rpm,5.0,Fabric,Automatic,2498 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
510,Tata,Nexon,Xma,Tata Nexon Xma,830000,1198 cc,3.0,FWD (Front Wheel Drive),17.6,Injection,Petrol,SUV,5.0,110PS@5000rpm,170Nm@1500-2750rpm,5.0,Fabric,Automatic,2498 mm,,Fully automatic climate control,2.0,Rear sensors,Yes
511,Tata,Nexon,Xza Plus,Tata Nexon Xza Plus,1010000,1198 cc,3.0,FWD (Front Wheel Drive),17.6,Injection,Petrol,SUV,5.0,110PS@5000rpm,170Nm@1500-2750rpm,5.0,Fabric,Automatic,2498 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
512,Tata,Nexon,Xza Plus Dual Tone,Tata Nexon Xza Plus Dual Tone,1030000,1198 cc,3.0,FWD (Front Wheel Drive),17.6,Injection,Petrol,SUV,5.0,110PS@5000rpm,170Nm@1500-2750rpm,5.0,Fabric,Automatic,2498 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
513,Tata,Nexon,Xza Plus (O),Tata Nexon Xza Plus (O),1100000,1198 cc,3.0,FWD (Front Wheel Drive),17.6,Injection,Petrol,SUV,5.0,110PS@5000rpm,170Nm@1500-2750rpm,5.0,Fabric,Automatic,2498 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
514,Tata,Nexon,Xza Plus (O) Dual Tone,Tata Nexon Xza Plus (O) Dual Tone,1120000,1198 cc,3.0,FWD (Front Wheel Drive),17.6,Injection,Petrol,SUV,5.0,110PS@5000rpm,170Nm@1500-2750rpm,5.0,Fabric,Automatic,2498 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
515,Tata,Nexon,Xe Diesel,Tata Nexon Xe Diesel,845000,1497 cc,4.0,FWD (Front Wheel Drive),23.97,Injection,Diesel,SUV,5.0,110PS@3750RPM,260Nm@1500-2750rpm,5.0,Fabric,Manual,2498 mm,,Manual Air conditioning with cooling and heating,2.0,,
516,Tata,Nexon,Xm Diesel,Tata Nexon Xm Diesel,920000,1497 cc,4.0,FWD (Front Wheel Drive),23.97,Injection,Diesel,SUV,5.0,110PS@3750RPM,260Nm@1500-2750rpm,5.0,Fabric,Manual,2498 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,Yes
517,Tata,Nexon,Xz Diesel,Tata Nexon Xz Diesel,1020000,1497 cc,4.0,FWD (Front Wheel Drive),23.97,Injection,Diesel,SUV,5.0,110PS@3750RPM,260Nm@1500-2750rpm,5.0,Fabric,Manual,2498 mm,,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
518,Tata,Nexon,Xz Plus Diesel,Tata Nexon Xz Plus Diesel,1100000,1497 cc,4.0,FWD (Front Wheel Drive),23.97,Injection,Diesel,SUV,5.0,110PS@3750RPM,260Nm@1500-2750rpm,5.0,Fabric,Manual,2498 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
519,Tata,Nexon,Xz Plus Diesel Dual Tone,Tata Nexon Xz Plus Diesel Dual Tone,1120000,1497 cc,4.0,FWD (Front Wheel Drive),23.97,Injection,Diesel,SUV,5.0,110PS@3750RPM,260Nm@1500-2750rpm,5.0,Fabric,Manual,2498 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
520,Tata,Nexon,Xz Plus (O) Diesel,Tata Nexon Xz Plus (O) Diesel,1190000,1497 cc,4.0,FWD (Front Wheel Drive),23.97,Injection,Diesel,SUV,5.0,110PS@3750RPM,260Nm@1500-2750rpm,5.0,Fabric,Manual,2498 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
521,Tata,Nexon,Xz Plus (O) Diesel Dual Tone,Tata Nexon Xz Plus (O) Diesel Dual Tone,1210000,1497 cc,4.0,FWD (Front Wheel Drive),23.97,Injection,Diesel,SUV,5.0,110PS@3750RPM,260Nm@1500-2750rpm,5.0,Fabric,Manual,2498 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
522,Tata,Nexon,Xma Diesel,Tata Nexon Xma Diesel,980000,1497 cc,4.0,FWD (Front Wheel Drive),23.97,Injection,Diesel,SUV,5.0,110PS@3750RPM,260Nm@1500-2750rpm,5.0,Fabric,Automatic,2498 mm,,Fully automatic climate control,2.0,Rear sensors,Yes
523,Tata,Nexon,Xza Plus Diesel,Tata Nexon Xza Plus Diesel,1160000,1497 cc,4.0,FWD (Front Wheel Drive),23.97,Injection,Diesel,SUV,5.0,110PS@3750RPM,260Nm@1500-2750rpm,5.0,Fabric,Automatic,2498 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
524,Tata,Nexon,Xza Plus Diesel Dual Tone,Tata Nexon Xza Plus Diesel Dual Tone,1180000,1497 cc,4.0,FWD (Front Wheel Drive),23.97,Injection,Diesel,SUV,5.0,110PS@3750RPM,260Nm@1500-2750rpm,5.0,Fabric,Automatic,2498 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
525,Tata,Nexon,Xza Plus (O) Diesel,Tata Nexon Xza Plus (O) Diesel,1250000,1497 cc,4.0,FWD (Front Wheel Drive),23.97,Injection,Diesel,SUV,5.0,110PS@3750RPM,260Nm@1500-2750rpm,5.0,Fabric,Automatic,2498 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
526,Tata,Nexon,Xza Plus (O) Diesel Dual Tone,Tata Nexon Xza Plus (O) Diesel Dual Tone,1270000,1497 cc,4.0,FWD (Front Wheel Drive),23.97,Injection,Diesel,SUV,5.0,110PS@3750RPM,260Nm@1500-2750rpm,5.0,Fabric,Automatic,2498 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
527,Fiat,Linea,Active Fire,Fiat Linea Active Fire,715860,1368 cc,4.0,FWD (Front Wheel Drive),15.7,Injection,Petrol,Sedan,4.0,114PS@5000rpm,207Nm@4500rpm,5.0,Fabric,Manual,2603 mm,,Manual Air conditioning with cooling and heating,,,
528,Fiat,Linea,Active Multijet,Fiat Linea Active Multijet,862175,1248 cc,4.0,FWD (Front Wheel Drive),20.4,Injection,Diesel,Sedan,4.0,93PS@4000RPM,209Nm@2000rpm,5.0,Fabric,Manual,2603 mm,,Manual Air conditioning with cooling and heating,,,
529,Fiat,Linea,Dynamic Multijet,Fiat Linea Dynamic Multijet,932025,1248 cc,4.0,FWD (Front Wheel Drive),20.4,Injection,Diesel,Sedan,5.0,93PS@4000RPM,209Nm@2000rpm,5.0,Fabric,Manual,2603 mm,,Fully automatic climate control,2.0,Rear sensors,
530,Fiat,Linea,Emotion Multijet,Fiat Linea Emotion Multijet,991434,1248 cc,4.0,FWD (Front Wheel Drive),20.4,Injection,Diesel,Sedan,4.0,93PS@5000RPM,209Nm@2000rpm,5.0,Leather,Manual,2603 mm,,Fully automatic climate control,2.0,,
531,Fiat,Linea,T-Jet Emotion,Fiat Linea T-Jet Emotion,997763,1368 cc,4.0,FWD (Front Wheel Drive),15.7,Injection,Petrol,Sedan,4.0,114PS@5000rpm,207Nm@2200rpm,5.0,Leather,Manual,2603 mm,,Fully automatic climate control,2.0,Rear sensors,
532,Mahindra,Bolero Power Plus,Zlx,Mahindra Bolero Power Plus Zlx,886398,1493 cc,4.0,FWD (Front Wheel Drive),16.5,Injection,Diesel,SUV,5.0,70ps@3600rpm,195Nm@1400-2200rpm,7.0,Fabric,Manual,2680 mm,,Manual Air conditioning with cooling and heating,,,
533,Mahindra,Bolero Power Plus,Slx,Mahindra Bolero Power Plus Slx,851302,1493 cc,4.0,FWD (Front Wheel Drive),16.5,Injection,Diesel,SUV,5.0,70ps@3600rpm,195Nm@1400-2200rpm,7.0,Fabric,Manual,2680 mm,,Manual Air conditioning with cooling and heating,,,
534,Mahindra,Bolero Power Plus,Sle,Mahindra Bolero Power Plus Sle,785656,1493 cc,4.0,FWD (Front Wheel Drive),16.5,Injection,Diesel,SUV,5.0,70ps@3600rpm,195Nm@1400-2200rpm,7.0,Fabric,Manual,2680 mm,,Manual Air conditioning with cooling and heating,,,
535,Mahindra,Bolero Power Plus,Lx,Mahindra Bolero Power Plus Lx,749192,1493 cc,4.0,RWD (Rear Wheel Drive),16.5,Injection,Diesel,SUV,5.0,70 bhp @ 3600 rpm,195Nm@1400-2200rpm,7.0,Fabric,Manual,2680 mm,,Manual Air conditioning with cooling and heating,1.0,Rear sensors,
536,Mahindra,Bolero Power Plus,Plus Ac Bs4 Ps,Mahindra Bolero Power Plus Plus Ac Bs4 Ps,859497,2523 cc,4.0,FWD (Front Wheel Drive),15.96,Injection,Diesel,SUV,5.0,63PS@3200rpm,,7.0,Fabric,Manual,2794 mm,,Air Conditioning with cooling only,,Rear sensors with camera,
537,Mahindra,Bolero Power Plus,Plus Non Ac Bs4 Ps,Mahindra Bolero Power Plus Plus Non Ac Bs4 Ps,819117,2523 cc,4.0,FWD (Front Wheel Drive),15.96,Injection,Diesel,SUV,5.0,63.9PS@3200RPM,195Nm@1440-2200RPM,9.0,Fabric,Manual,2794 mm,,,,Rear sensors with camera,
538,Maruti Suzuki,Vitara Brezza,Ldi,Maruti Suzuki Vitara Brezza Ldi,762742,1248 cc,4.0,FWD (Front Wheel Drive),24.3,Injection,Diesel,SUV,5.0,90PS@4000rpm,200Nm@1750rpm,5.0,Fabric,Manual,2500 mm,,Manual Air conditioning with cooling and heating,2.0,,
539,Maruti Suzuki,Vitara Brezza,Vdi,Maruti Suzuki Vitara Brezza Vdi,814742,1248 cc,4.0,FWD (Front Wheel Drive),24.3,Injection,Diesel,SUV,5.0,90PS@4000rpm,200Nm@1750rpm,5.0,Fabric,Manual,2500 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,Touch Sensitive
