,make,model,variant,car,price,displacement,cylinders,drivetrain,mileage,fuel_system,fuel_capacity,fuel_type,height,length,width,body_type,doors,power,torque,seating_capacity,seat_material,type,wheelbase,bts,cluster
542,Mahindra,Marazzo,M6 8 Str,Mahindra Marazzo M6 8 Str,1316690,1497,4,FWD (Front Wheel Drive),17.3,Injection,45 litres,Diesel,1774 mm,4585 mm,1866 mm,MPV,5,119.34,300,8,Fabric,Manual,2760,MPV,1
543,Mahindra,Marazzo,M8 8 Str,Mahindra Marazzo M8 8 Str,1476538,1497,4,FWD (Front Wheel Drive),17.3,Injection,45 litres,Diesel,1774 mm,4585 mm,1866 mm,MPV,5,119.34,300,8,Leather,Manual,2760,MPV,1
544,Mahindra,Scorpio,S3 2Wd,Mahindra Scorpio S3 2Wd,999994,2523,4,FWD (Front Wheel Drive),15.4,Injection,60 litres,Diesel,1930 mm,4456 mm,1820 mm,SUV,5,73.97,200,9,Vinyl,Manual,2680,SUV,1
545,Mahindra,Scorpio,4Wd Getaway,Mahindra Scorpio 4Wd Getaway,1236258,2179,4,4WD,10.22,Injection,80 litres,Diesel,1874 mm,5118 mm,1850 mm,SUV,5,119.34,280,5,Fabric,Manual,3040,SUV,1
546,Mahindra,Scorpio,2Wd Getaway,Mahindra Scorpio 2Wd Getaway,1123158,2179,4,RWD (Rear Wheel Drive),13.5,Injection,80 litres,Diesel,1874 mm,5118 mm,1850 mm,SUV,5,119.34,280,5,Fabric,Manual,3040,SUV,1
547,Mahindra,Scorpio,S5 2Wd,Mahindra Scorpio S5 2Wd,1220030,2179,4,FWD (Front Wheel Drive),15.4,Injection,60 litres,Diesel,1995 mm,4456 mm,1820 mm,SUV,5,118.36,280,9,Fabric,Manual,2680,SUV,1
548,Mahindra,Scorpio,S7 120 2Wd,Mahindra Scorpio S7 120 2Wd,1330006,2179,4,FWD (Front Wheel Drive),15.4,Injection,60 litres,Diesel,1995 mm,4456 mm,1820 mm,SUV,5,118.36,280,9,Fabric,Manual,2680,SUV,1
549,Mahindra,Scorpio,S7 140 2Wd,Mahindra Scorpio S7 140 2Wd,1360668,2179,4,FWD (Front Wheel Drive),15.4,Injection,60 litres,Diesel,1995 mm,4456 mm,1820 mm,SUV,5,138.08,320,9,Fabric,Manual,2680,SUV,1
550,Mahindra,Scorpio,S11 2Wd,Mahindra Scorpio S11 2Wd,1540081,2179,4,FWD (Front Wheel Drive),15.4,Injection,60 litres,Diesel,1995 mm,4456 mm,1820 mm,SUV,5,138.08,320,9,Fabric,Manual,2680,SUV,1
551,Mahindra,Scorpio,S11 4Wd,Mahindra Scorpio S11 4Wd,1663054,2179,4,FWD (Front Wheel Drive),15.4,Injection,60 litres,Diesel,1995 mm,4456 mm,1820 mm,SUV,5,138.08,320,9,Leather,Manual,2680,SUV,1
552,Mahindra,Scorpio,S9 2Wd,Mahindra Scorpio S9 2Wd,1423710,2179,4,FWD (Front Wheel Drive),15.4,Injection,60 litres,Diesel,1995 mm,4456 mm,1820 mm,SUV,5,138.08,320,9,Fabric,Manual,2680,SUV,1
553,Skoda,Monte Carlo,Monte Carlo 1.5 Tdi At,Skoda Monte Carlo Monte Carlo 1.5 Tdi At,1425599,1498,4,FWD (Front Wheel Drive),21.72,Injection,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,4,108.5,250,5,Leather,Automatic,2552,Sed,1
554,Skoda,Monte Carlo,Monte Carlo 1.6 Mpi At,Skoda Monte Carlo Monte Carlo 1.6 Mpi At,1269599,1598,4,FWD (Front Wheel Drive),14.84,Injection,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,4,103.56,153,5,Leather,Automatic,2552,Sed,1
555,Skoda,Monte Carlo,Monte Carlo 1.5 Tdi Mt,Skoda Monte Carlo Monte Carlo 1.5 Tdi Mt,1299599,1498,4,FWD (Front Wheel Drive),21.13,Injection,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,4,108.5,250,5,Leather,Manual,2552,Sed,1
556,Skoda,Monte Carlo,Monte Carlo 1.6 Mpi Mt,Skoda Monte Carlo Monte Carlo 1.6 Mpi Mt,1139599,1598,4,FWD (Front Wheel Drive),15.41,Injection,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,4,103.56,153,5,Leather,Manual,2552,Sed,1
557,Mahindra,Xuv500,G At,Mahindra Xuv500 G At,1610180,2179,4,FWD (Front Wheel Drive),13.85,Injection,70 litres,Petrol,1785 mm,4585 mm,1890 mm,SUV,5,138.08,320,7,Fabric,Automatic,2700,SUV,1
558,Mahindra,Xuv500,W7,Mahindra Xuv500 W7,1418313,2179,4,FWD (Front Wheel Drive),15.1,Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,152.88,330,7,Fabric,Manual,2700,SUV,1
559,Mahindra,Xuv500,W7 At,Mahindra Xuv500 W7 At,1539488,2179,4,FWD (Front Wheel Drive),16.0,Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,152.88,330,7,Fabric,Automatic,2700,SUV,1
560,Mahindra,Xuv500,W9,Mahindra Xuv500 W9,1588943,2179,4,FWD (Front Wheel Drive),16.0,Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,152.88,330,7,Leather,Manual,2700,SUV,1
561,Mahindra,Xuv500,W9 At,Mahindra Xuv500 W9 At,1710118,2179,4,FWD (Front Wheel Drive),16.0,Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,152.88,330,7,Leather,Automatic,2700,SUV,1
562,Mahindra,Xuv500,W11,Mahindra Xuv500 W11,1716319,2179,4,FWD (Front Wheel Drive),16.0,Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,152.88,330,7,Leather,Manual,2700,SUV,1
563,Mahindra,Xuv500,W11 At,Mahindra Xuv500 W11 At,1837586,2179,4,FWD (Front Wheel Drive),16.0,Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,152.88,330,7,Leather,Automatic,2700,SUV,1
564,Mahindra,Xuv500,W11 (O),Mahindra Xuv500 W11 (O),1741319,2179,4,FWD (Front Wheel Drive),16.0,Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,152.88,330,7,Leather,Manual,2700,SUV,1
565,Mahindra,Xuv500,W11 (O) At,Mahindra Xuv500 W11 (O) At,1862586,2179,4,FWD (Front Wheel Drive),16.0,Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,152.88,330,7,Leather,Automatic,2700,SUV,1
566,Mahindra,Xuv500,G At,Mahindra Xuv500 G At,1610180,2179,4,FWD (Front Wheel Drive),13.85,Injection,70 litres,Petrol,1785 mm,4585 mm,1890 mm,SUV,5,138.08,320,7,Fabric,Automatic,2700,SUV,1
567,Mahindra,Xuv500,W7,Mahindra Xuv500 W7,1418313,2179,4,FWD (Front Wheel Drive),15.1,Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,152.88,330,7,Fabric,Manual,2700,SUV,1
568,Mahindra,Xuv500,W7 At,Mahindra Xuv500 W7 At,1539488,2179,4,FWD (Front Wheel Drive),16.0,Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,152.88,330,7,Fabric,Automatic,2700,SUV,1
569,Mahindra,Xuv500,W9,Mahindra Xuv500 W9,1588943,2179,4,FWD (Front Wheel Drive),16.0,Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,152.88,330,7,Leather,Manual,2700,SUV,1
570,Mahindra,Xuv500,W9 At,Mahindra Xuv500 W9 At,1710118,2179,4,FWD (Front Wheel Drive),16.0,Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,152.88,330,7,Leather,Automatic,2700,SUV,1
571,Mahindra,Xuv500,W11,Mahindra Xuv500 W11,1716319,2179,4,FWD (Front Wheel Drive),16.0,Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,152.88,330,7,Leather,Manual,2700,SUV,1
572,Mahindra,Xuv500,W11 At,Mahindra Xuv500 W11 At,1837586,2179,4,FWD (Front Wheel Drive),16.0,Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,152.88,330,7,Leather,Automatic,2700,SUV,1
573,Mahindra,Xuv500,W11 (O),Mahindra Xuv500 W11 (O),1741319,2179,4,FWD (Front Wheel Drive),16.0,Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,152.88,330,7,Leather,Manual,2700,SUV,1
574,Mahindra,Xuv500,W11 (O) At,Mahindra Xuv500 W11 (O) At,1862586,2179,4,FWD (Front Wheel Drive),16.0,Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,152.88,330,7,Leather,Automatic,2700,SUV,1
575,Mahindra,Xuv500,W11 (O) Awd,Mahindra Xuv500 W11 (O) Awd,1852488,2179,4,AWD (All Wheel Drive),16.0,Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,152.88,330,7,Leather,Manual,2700,SUV,1
576,Mahindra,Xuv500,W11 (O) Awd At,Mahindra Xuv500 W11 (O) Awd At,1973664,2179,4,AWD (All Wheel Drive),16.0,Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,152.88,330,7,Leather,Automatic,2700,SUV,1
577,Mahindra,Xuv500,W3,Mahindra Xuv500 W3,1230924,2179,4,FWD (Front Wheel Drive),16.0,Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,152.88,360,7,Fabric,Manual,2700,SUV,1
578,Tata,Hexa,Xm Plus 4X2,Tata Hexa Xm Plus 4X2,1639374,2179,4,RWD (Rear Wheel Drive),17.6,Injection,60 litres,Diesel,1791 mm,4788 mm,1903 mm,SUV,5,153.87,400,7,Fabric,Manual,2850,SUV,1
579,Tata,Hexa,Xta 4X2,Tata Hexa Xta 4X2,1912593,2179,4,AWD (All Wheel Drive),17.6,Injection,60 litres,Diesel,1791 mm,4788 mm,1903 mm,SUV,5,153.87,400,6,Fabric,Automatic,2850,SUV,1
580,Tata,Hexa,Xe 4X2,Tata Hexa Xe 4X2,1371864,2179,4,RWD (Rear Wheel Drive),17.6,Injection,60 litres,Diesel,1791 mm,4788 mm,1903 mm,SUV,5,147.95,320,7,Fabric,Manual,2850,SUV,1
581,Tata,Hexa,Xm 4X2,Tata Hexa Xm 4X2,1531377,2179,4,RWD (Rear Wheel Drive),17.6,Injection,60 litres,Diesel,1791 mm,4788 mm,1903 mm,SUV,5,153.87,400,7,Fabric,Manual,2850,SUV,1
582,Toyota,Innova Crysta,2.4 Gx 7 Str,Toyota Innova Crysta 2.4 Gx 7 Str,1605000,2393,4,RWD (Rear Wheel Drive),15.4,Injection,55 litres,Diesel,1795 mm,4735 mm,1830 mm,MUV,5,147.95,343,7,Fabric,Manual,2750,MUV,1
583,Toyota,Innova Crysta,2.4 Vx 7 Str,Toyota Innova Crysta 2.4 Vx 7 Str,1927000,2393,4,RWD (Rear Wheel Drive),15.0,Injection,55 litres,Diesel,1795 mm,4735 mm,1830 mm,MUV,5,147.95,343,7,Fabric,Manual,2750,MUV,1
584,Toyota,Innova Crysta,2.4 Gx 8 Str,Toyota Innova Crysta 2.4 Gx 8 Str,1610000,2393,4,RWD (Rear Wheel Drive),15.4,Injection,55 litres,Diesel,1795 mm,4735 mm,1830 mm,MUV,5,147.95,343,8,Fabric,Manual,2750,MUV,1
585,Toyota,Innova Crysta,2.4 Vx 8 Str,Toyota Innova Crysta 2.4 Vx 8 Str,1932000,2393,4,RWD (Rear Wheel Drive),15.4,Injection,55 litres,Diesel,1795 mm,4735 mm,1830 mm,MUV,5,147.95,343,8,Fabric,Manual,2750,MUV,1
586,Toyota,Innova Crysta,2.4 Zx 7 Str,Toyota Innova Crysta 2.4 Zx 7 Str,2113000,2393,4,RWD (Rear Wheel Drive),15.1,Injection,55 litres,Diesel,1795 mm,4735 mm,1830 mm,MUV,5,147.95,343,7,Fabric,Manual,2750,MUV,1
587,Toyota,Innova Crysta,2.7 Gx At 8 Str,Toyota Innova Crysta 2.7 Gx At 8 Str,1620000,2694,4,RWD (Rear Wheel Drive),10.83,Injection,55 litres,Petrol,1795 mm,4735 mm,1830 mm,MUV,5,163.73,245,8,Fabric,Automatic,2750,MUV,1
588,Toyota,Innova Crysta,2.7 Gx At 7 Str,Toyota Innova Crysta 2.7 Gx At 7 Str,1615000,2694,4,RWD (Rear Wheel Drive),10.83,Injection,55 litres,Petrol,1795 mm,4735 mm,1830 mm,MUV,5,163.73,245,7,Fabric,Automatic,2750,MUV,1
589,Toyota,Innova Crysta,2.7 Zx At 7 Str,Toyota Innova Crysta 2.7 Zx At 7 Str,2103000,2393,4,RWD (Rear Wheel Drive),10.75,Injection,55 litres,Petrol,1795 mm,4735 mm,1830 mm,MUV,5,161.76,245,7,Fabric,Automatic,2750,MUV,1
590,Toyota,Innova Crysta,2.7 Vx 7 Str,Toyota Innova Crysta 2.7 Vx 7 Str,1807000,2393,4,RWD (Rear Wheel Drive),11.25,Injection,55 litres,Petrol,1795 mm,4735 mm,1830 mm,MUV,5,147.95,343,7,Fabric,Manual,2750,MUV,1
591,Toyota,Innova Crysta,2.7 Gx Mt 7 Str,Toyota Innova Crysta 2.7 Gx Mt 7 Str,1493000,2755,4,RWD (Rear Wheel Drive),11.25,Injection,55 litres,Petrol,1795 mm,4735 mm,1830 mm,MUV,5,171.62,360,7,Fabric,Manual,2750,MUV,1
592,Toyota,Innova Crysta,2.7 Gx Mt 8 Str,Toyota Innova Crysta 2.7 Gx Mt 8 Str,1498000,2755,4,RWD (Rear Wheel Drive),11.25,Injection,55 litres,Petrol,1795 mm,4735 mm,1830 mm,MUV,5,171.62,360,8,Fabric,Manual,2750,MUV,1
593,Toyota,Innova Crysta,Touring Sport 2.4 Vx 7 Str,Toyota Innova Crysta Touring Sport 2.4 Vx 7 Str,2097000,2393,4,RWD (Rear Wheel Drive),15.0,Injection,55 litres,Diesel,1795 mm,4735 mm,1830 mm,MUV,5,147.95,343,7,Fabric,Manual,2750,MUV,1
594,Toyota,Innova Crysta,Touring Sport 2.7 Vx 7 Str,Toyota Innova Crysta Touring Sport 2.7 Vx 7 Str,1892000,2393,4,RWD (Rear Wheel Drive),11.25,Injection,55 litres,Petrol,1795 mm,4735 mm,1830 mm,MUV,5,163.73,245,7,Fabric,Manual,2750,MUV,1
595,Toyota,Innova Crysta,Touring Sport 2.7 Zx At 7 Str,Toyota Innova Crysta Touring Sport 2.7 Zx At 7 Str,2171000,2694,4,RWD (Rear Wheel Drive),10.75,Injection,55 litres,Petrol,1795 mm,4735 mm,1830 mm,MUV,5,163.73,245,7,Leather,Automatic,2750,MUV,1
596,Toyota,Innova Crysta,2.4 G Plus 7 Str,Toyota Innova Crysta 2.4 G Plus 7 Str,1592000,2393,4,RWD (Rear Wheel Drive),15.4,Injection,55 litres,Diesel,1795 mm,4735 mm,1830 mm,MUV,5,147.95,343,7,Fabric,Manual,2750,MUV,1
597,Toyota,Innova Crysta,2.4 G Plus 8 Str,Toyota Innova Crysta 2.4 G Plus 8 Str,1587000,2393,4,RWD (Rear Wheel Drive),15.1,Injection,55 litres,Diesel,1795 mm,4735 mm,1830 mm,MUV,5,147.95,343,8,Fabric,Manual,2750,MUV,1
598,Jeep,Compass,1.4 Limited At,Jeep Compass 1.4 Limited At,1996000,1368,6,FWD (Front Wheel Drive),16.3,Injection,60 litres,Petrol,1640 mm,4395 mm,1818 mm,SUV,5,159.78,250,5,Leather,Automatic,2636,SUV,1
599,Jeep,Compass,1.4 Sport,Jeep Compass 1.4 Sport,1560000,1368,6,FWD (Front Wheel Drive),16.3,Injection,60 litres,Petrol,1640 mm,4395 mm,1818 mm,SUV,5,159.78,250,5,Leather,Manual,2636,SUV,1
600,Jeep,Compass,1.4 Limited (O) At,Jeep Compass 1.4 Limited (O) At,2055000,1368,6,FWD (Front Wheel Drive),14.1,Injection,60 litres,Petrol,1640 mm,4395 mm,1818 mm,SUV,5,159.78,250,5,Leather,Automatic,2636,SUV,1
601,Jeep,Compass,2.0 Sport,Jeep Compass 2.0 Sport,1661000,1956,6,FWD (Front Wheel Drive),17.1,Injection,60 litres,Diesel,1640 mm,4395 mm,1818 mm,SUV,5,170.63,350,5,Leather,Manual,2636,SUV,1
602,Jeep,Compass,2.0 Longitude,Jeep Compass 2.0 Longitude,1803000,1956,6,FWD (Front Wheel Drive),17.1,Injection,60 litres,Diesel,1640 mm,4395 mm,1818 mm,SUV,5,170.63,350,5,Leather,Manual,2636,SUV,1
603,Jeep,Compass,2.0 Longitude (O),Jeep Compass 2.0 Longitude (O),1888000,1956,6,FWD (Front Wheel Drive),17.1,Injection,60 litres,Diesel,1640 mm,4395 mm,1818 mm,SUV,5,170.63,350,5,Leather,Manual,2636,SUV,1
604,Jeep,Compass,2.0 Limited,Jeep Compass 2.0 Limited,1973000,1956,6,FWD (Front Wheel Drive),17.1,Injection,60 litres,Diesel,1640 mm,4395 mm,1818 mm,SUV,5,170.63,350,5,Leather,Manual,2636,SUV,1
605,Jeep,Compass,2.0 Limited (O),Jeep Compass 2.0 Limited (O),2022000,1956,6,FWD (Front Wheel Drive),17.1,Injection,60 litres,Diesel,1640 mm,4395 mm,1818 mm,SUV,5,170.63,350,5,Leather,Manual,2636,SUV,1
606,Jeep,Compass,2.0 Limited 4X4,Jeep Compass 2.0 Limited 4X4,2151000,1956,6,AWD (All Wheel Drive),16.3,Injection,60 litres,Diesel,1640 mm,4395 mm,1818 mm,SUV,5,170.63,350,5,Leather,Manual,2636,SUV,1
607,Jeep,Compass,2.0 Limited (O) 4X4,Jeep Compass 2.0 Limited (O) 4X4,2199000,1956,6,AWD (All Wheel Drive),16.3,Injection,60 litres,Diesel,1640 mm,4395 mm,1818 mm,SUV,5,170.63,350,5,Leather,Manual,2636,SUV,1
608,Jeep,Compass,1.4 Limited Plus At Petrol,Jeep Compass 1.4 Limited Plus At Petrol,2167000,1368,6,FWD (Front Wheel Drive),16.3,Injection,60 litres,Petrol,1640 mm,4395 mm,1818 mm,SUV,5,159.78,250,5,Leather,Automatic,2636,SUV,1
609,Jeep,Compass,2.0 Limited Plus 4X2 Diesel,Jeep Compass 2.0 Limited Plus 4X2 Diesel,2133000,1956,6,FWD (Front Wheel Drive),17.1,Injection,60 litres,Diesel,1640 mm,4395 mm,1818 mm,SUV,5,170.63,350,5,Leather,Manual,2636,SUV,1
610,Jeep,Compass,2.0 Limited Plus 4X4 Diesel,Jeep Compass 2.0 Limited Plus 4X4 Diesel,2311000,1956,6,AWD (All Wheel Drive),16.3,Injection,60 litres,Diesel,1640 mm,4395 mm,1818 mm,SUV,5,170.63,350,5,Leather,Manual,2636,SUV,1
611,Jeep,Compass,2.0 Sport Plus,Jeep Compass 2.0 Sport Plus,1699000,1956,6,FWD (Front Wheel Drive),17.1,Injection,60 litres,Diesel,1640 mm,4395 mm,1818 mm,SUV,5,170.63,350,5,Leather,Manual,2636,SUV,1
612,Jeep,Compass,1.4 Sport Plus,Jeep Compass 1.4 Sport Plus,1599000,1368,6,FWD (Front Wheel Drive),16.3,Injection,60 litres,Petrol,1640 mm,4395 mm,1818 mm,SUV,5,159.78,250,5,Leather,Manual,2636,SUV,1
613,Jeep,Compass,1.4 Longitude (O) At,Jeep Compass 1.4 Longitude (O) At,1900000,1368,6,FWD (Front Wheel Drive),14.1,Injection,60 litres,Petrol,1640 mm,4395 mm,1818 mm,SUV,5,160.77,250,5,Leather,Automatic,2636,SUV,1
614,Jeep,Compass,1.4 Limited (O) At Petrol Black Pack,Jeep Compass 1.4 Limited (O) At Petrol Black Pack,2070000,1368,6,FWD (Front Wheel Drive),16.3,Injection,60 litres,Petrol,1640 mm,4395 mm,1818 mm,SUV,5,159.78,250,5,Leather,Automatic,2636,SUV,1
615,Jeep,Compass,2.0 Limited (O) Black Pack,Jeep Compass 2.0 Limited (O) Black Pack,2036300,1956,6,FWD (Front Wheel Drive),17.1,Injection,60 litres,Diesel,1640 mm,4395 mm,1818 mm,SUV,5,170.63,350,5,Leather,Manual,2636,SUV,1
616,Jeep,Compass,2.0 Limited (O) 4X4 Black Pack,Jeep Compass 2.0 Limited (O) 4X4 Black Pack,2214000,1956,6,AWD (All Wheel Drive),16.3,Injection,60 litres,Diesel,1640 mm,4395 mm,1818 mm,SUV,5,170.63,350,5,Leather,Manual,2636,SUV,1
617,Jeep,Compass,2.0 Limited Plus 4X4 At,Jeep Compass 2.0 Limited Plus 4X4 At,2499000,1956,6,AWD (All Wheel Drive),17.1,Injection,60 litres,Diesel,1640 mm,4395 mm,1818 mm,SUV,5,170.63,350,5,Leather,Automatic,2636,SUV,1
618,Jeep,Compass,2.0 Longitude 4X4 At,Jeep Compass 2.0 Longitude 4X4 At,2196000,1956,6,AWD (All Wheel Drive),17.1,Injection,60 litres,Diesel,1640 mm,4395 mm,1818 mm,SUV,5,170.63,350,5,Leather,Automatic,2636,SUV,1
619,Toyota,Corolla Altis,G Petrol,Toyota Corolla Altis G Petrol,1645000,1798,4,FWD (Front Wheel Drive),16.7,Injection,55 litres,Petrol,1475 mm,4620 mm,1775 mm,Sedan,4,138.08,173,5,Fabric,Manual,2700,Sed,1
620,Toyota,Corolla Altis,G At Petrol,Toyota Corolla Altis G At Petrol,1806000,1798,4,FWD (Front Wheel Drive),16.7,Injection,55 litres,Petrol,1475 mm,4620 mm,1775 mm,Sedan,4,138.08,173,5,Fabric,Automatic,2700,Sed,1
621,Toyota,Corolla Altis,Gl Petrol,Toyota Corolla Altis Gl Petrol,1882000,1798,4,FWD (Front Wheel Drive),16.7,Injection,55 litres,Petrol,1475 mm,4620 mm,1775 mm,Sedan,4,138.08,173,5,Leather,Manual,2700,Sed,1
622,Toyota,Corolla Altis,Gl Diesel,Toyota Corolla Altis Gl Diesel,1936000,1364,4,FWD (Front Wheel Drive),21.0,Injection,43 litres,Diesel,1475 mm,4620 mm,1775 mm,Sedan,4,86.8,205,5,Leather,Manual,2700,Sed,1
623,Toyota,Corolla Altis,G Diesel,Toyota Corolla Altis G Diesel,1771000,1364,4,FWD (Front Wheel Drive),21.0,Injection,43 litres,Diesel,1475 mm,4620 mm,1775 mm,Sedan,4,86.8,205,5,Fabric,Manual,2700,Sed,1
624,Toyota,Corolla Altis,Vl At Petrol,Toyota Corolla Altis Vl At Petrol,2019000,1798,4,FWD (Front Wheel Drive),16.7,Injection,55 litres,Petrol,1475 mm,4620 mm,1775 mm,Sedan,4,138.08,173,5,Leather,Automatic,2700,Sed,1
625,Honda,Civic,1.8 V Cvt,Honda Civic 1.8 V Cvt,1793900,1799,4,FWD (Front Wheel Drive),16.5,Injection,47 litres,Petrol,1433 mm,4656 mm,1799 mm,Sedan,4,139.07,174,5,Fabric,Automatic,2700,Sed,1
626,Honda,Civic,1.8 Vx Cvt,Honda Civic 1.8 Vx Cvt,1944900,1799,4,FWD (Front Wheel Drive),16.5,Injection,47 litres,Petrol,1433 mm,4656 mm,1799 mm,Sedan,4,139.07,174,5,Leather,Automatic,2700,Sed,1
627,Honda,Civic,1.8 Zx Cvt,Honda Civic 1.8 Zx Cvt,2124900,1799,4,FWD (Front Wheel Drive),16.8,Injection,47 litres,Petrol,1433 mm,4656 mm,1799 mm,Sedan,4,139.07,174,5,Leather,Automatic,2700,Sed,1
628,Honda,Civic,1.6 Vx Mt,Honda Civic 1.6 Vx Mt,2054900,1597,4,FWD (Front Wheel Drive),26.8,Injection,47 litres,Diesel,1433 mm,4656 mm,1799 mm,Sedan,4,118.36,300,5,Leather,Manual,2700,Sed,1
629,Honda,Civic,1.6 Zx Mt,Honda Civic 1.6 Zx Mt,2234900,1597,4,FWD (Front Wheel Drive),26.8,Injection,47 litres,Diesel,1433 mm,4656 mm,1799 mm,Sedan,4,118.36,300,5,Leather,Manual,2700,Sed,1
630,Skoda,Superb,Style 1.8 Tsi Mt,Skoda Superb Style 1.8 Tsi Mt,2599599,1798,4,FWD (Front Wheel Drive),14.12,Injection,66 litres,Petrol,1483 mm,4861 mm,1864 mm,Sedan,4,177.54,320,5,Leather,Manual,2841,Sed,1
631,Skoda,Superb,Style 1.8 Tsi At,Skoda Superb Style 1.8 Tsi At,2779599,1798,4,FWD (Front Wheel Drive),14.67,Injection,66 litres,Petrol,1483 mm,4861 mm,1864 mm,Sedan,4,177.54,250,5,Leather,Automatic,2841,Sed,1
632,Skoda,Superb,L & K 1.8 Tsi At,Skoda Superb L & K 1.8 Tsi At,3099599,1798,4,FWD (Front Wheel Drive),13.7,Injection,66 litres,Petrol,1483 mm,4861 mm,1864 mm,Sedan,4,177.54,250,5,Leather,Automatic,2841,Sed,1
633,Skoda,Superb,L & K 2.0 Tdi At,Skoda Superb L & K 2.0 Tdi At,3349599,1968,4,FWD (Front Wheel Drive),18.19,Injection,66 litres,Diesel,1483 mm,4861 mm,1864 mm,Sedan,4,174.58,350,5,Leather,Automatic,2841,Sed,1
634,Skoda,Superb,Style 2.0 Tdi At,Skoda Superb Style 2.0 Tdi At,3029599,1968,4,FWD (Front Wheel Drive),18.19,Injection,66 litres,Diesel,1483 mm,4861 mm,1864 mm,Sedan,4,174.58,350,5,Leather,Automatic,2841,Sed,1
635,Skoda,Superb,Corporate Edition 1.8 Tsi At,Skoda Superb Corporate Edition 1.8 Tsi At,2599599,1798,4,FWD (Front Wheel Drive),14.67,Injection,66 litres,Petrol,1483 mm,4861 mm,1864 mm,Sedan,4,177.54,250,5,Leather,Automatic,2841,Sed,1
636,Skoda,Superb,Corporate Edition 2.0 Tdi At,Skoda Superb Corporate Edition 2.0 Tdi At,2849599,1968,4,FWD (Front Wheel Drive),18.19,Injection,66 litres,Diesel,1483 mm,4861 mm,1864 mm,Sedan,4,174.58,350,5,Leather,Automatic,2841,Sed,1
637,Volvo,V40,Kinetic,Volvo V40 Kinetic,2769000,1984,5,FWD (Front Wheel Drive),16.81,Injection,60 litres,Diesel,1420 mm,4369 mm,2041 mm,Hatchback,5,147.95,350,5,Leather,Automatic,2647,Hat,1
638,Volvo,V40,R Design,Volvo V40 R Design,3191000,1984,5,FWD (Front Wheel Drive),16.81,Injection,60 litres,Diesel,1420 mm,4369 mm,2041 mm,Hatchback,5,147.95,350,5,Leather,Automatic,2647,Hat,1
639,Toyota,Fortuner,2.8 4X2 At,Toyota Fortuner 2.8 4X2 At,3205000,2755,4,RWD (Rear Wheel Drive),12.9,Injection,80 litres,Diesel,1835 mm,4795 mm,1855 mm,SUV,5,174.58,450,7,Leather,Automatic,2745,SUV,1
640,Toyota,Fortuner,2.8 4X2 Mt,Toyota Fortuner 2.8 4X2 Mt,3019000,2755,4,RWD (Rear Wheel Drive),14.24,Injection,80 litres,Diesel,1835 mm,4795 mm,1855 mm,SUV,5,174.58,420,7,Leather,Manual,2745,SUV,1
641,Toyota,Fortuner,2.8 4X4 Mt,Toyota Fortuner 2.8 4X4 Mt,3216000,2755,4,4WD,14.24,Injection,80 litres,Diesel,1835 mm,4795 mm,1855 mm,SUV,5,174.58,420,7,Leather,Manual,2745,SUV,1
642,Toyota,Fortuner,2.8 4X4 At,Toyota Fortuner 2.8 4X4 At,3395000,2755,4,4WD,12.9,Injection,80 litres,Diesel,1835 mm,4795 mm,1855 mm,SUV,5,174.58,450,7,Leather,Automatic,2745,SUV,1
643,Toyota,Fortuner,2.7 4X2 At,Toyota Fortuner 2.7 4X2 At,2977000,2694,4,RWD (Rear Wheel Drive),10.26,Injection,80 litres,Petrol,1835 mm,4795 mm,1855 mm,SUV,5,163.73,245,7,Leather,Automatic,2745,SUV,1
